aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2,417.23,9.16,11.14,0.03,3.93,14.01,19.48,10.64
2,397.21,8.16,9.6,0.03,4.29,17.51,23.39,10.26
4,337.12,2.37,13.71,0.33,2.95,26.59,31.36,10.13
4,307.08,0.01,9.6,5.19,2.68,40.76,46.01,8.23
4,480.65,0,23.65,7.78,4.11,45.6,51.63,12.79
4,574.11,0,29.13,19.67,4.35,33.19,38.11,12.79
4,473.98,5.42,15.25,0.1,4.29,34.08,40.24,11.78
4,500.68,0.02,26.73,5.59,5.07,43.83,50.36,13.81
4,390.53,1.63,13.71,0.77,3.7,45.45,52.23,8.99
4,327.11,1.24,12,0.6,2.92,27.8,32.56,9.37
3,393.87,1.47,17.48,0.49,3.43,23.67,28.24,12.79
3,383.85,3.63,11.48,0.14,3.31,23.27,29,9.25
2,440.6,2.43,20.91,0.33,4.29,15.01,20.05,12.03
2,500.68,4.58,22.62,0.12,4.65,15.28,20.54,14.06
2,453.95,4.97,18.51,0.18,4.05,16.73,22.11,11.78
2,447.27,4.58,19.88,0.14,3.55,15.76,20.71,10.89
2,216.96,0,1.54,13.59,0.25,10.84,12.22,0.39
2,277.04,2.93,4.07,0.12,0.54,18.67,22.81,1
1,223.64,0.47,5.27,1.56,0.34,6.35,6.73,0.27
4,303.75,0.04,1.61,5.68,0.54,28.66,30.99,0.81
3,247,8.05,1.06,0.04,0.41,23.84,24.95,0.67
2,273.7,4.3,1.74,0.07,0.88,16.76,20.06,1.98
4,320.43,0.03,4.8,5.36,1.16,27.74,32.73,1.66
5,327.11,0,6.94,12.7,2.44,52.24,57.03,6.08
4,333.79,0.39,9.85,1.97,2.77,38.76,43.61,8.04
3,473.98,3.52,24.33,0.28,4.65,22.66,28.05,13.43
3,423.91,4.75,17.31,0.11,3.81,21.14,26.22,10.77
3,427.25,6.59,15.77,0.09,2.98,24.67,29.83,9.37
3,380.52,3.16,13.37,0.32,3.58,21.91,27.01,8.87
2,350.48,4.97,9,0.14,3.22,18.59,24.15,7.98
2,370.5,0.66,17.82,1.1,3.31,14.96,19.11,12.29
4,360.49,2.51,9.94,0.29,3.01,30.15,34.85,9.75
4,310.42,1.61,7.71,0.61,1.58,25.14,31.28,4.05
4,320.43,2.26,3.86,0.24,1.51,25.54,30.17,3.58
5,370.5,0.79,4.11,1.06,0.73,58.94,60.45,1.28
4,514.03,0.02,20.39,8.05,5.25,47.04,53.64,13.3
4,567.44,0.07,28.45,4.96,5.3,41.76,48.03,15.07
4,423.91,0.27,19.36,2.06,3.99,31.47,36.33,13.55
4,373.84,0.61,16.11,1.37,3.04,30.44,35.33,11.27
4,433.92,0.02,20.22,8.31,4.47,36.56,43.44,11.78
4,373.84,0.82,14.74,1.52,3.61,35.54,42.58,8.36
3,440.6,1.03,24.33,1.12,3.87,23.1,28.5,11.65
3,400.54,0.42,17.48,2.35,3.87,24.01,29.98,10.89
3,433.92,0.09,19.19,4.25,3.52,24.96,30.63,7.92
2,350.48,0.11,13.19,3.35,2.98,17.84,22.25,9.63
3,410.56,0.04,20.91,4.74,3.4,20.47,24.88,12.67
3,337.12,2.63,9.51,0.4,1.85,20.3,26.08,4.81
3,407.22,1.93,15.25,0.44,4.11,21.88,27.66,10.51
2,473.98,0.76,27.76,1.37,4.59,18.26,23.83,13.81
2,423.91,3.52,18.51,0.31,3.93,17.04,22.68,11.65
2,473.98,0.87,27.08,1.13,4.59,17.67,23.75,13.55
2,387.19,0.12,15.77,3,3.43,18.41,23.05,11.4
3,407.22,0,17.65,11,3.55,24.89,29.67,12.29
4,393.87,0.07,18.51,4.83,3.07,30.67,36.41,9.25
5,273.7,0.04,3.64,7.6,0.45,50.57,56.62,0.75
3,300.41,0.36,4.03,1.21,0.61,24.13,27.88,0.88
2,307.08,3.02,4.71,0.15,0.82,16.01,21.84,2.06
2,440.6,0.01,15.77,9.21,4.29,19.1,23.7,9.75
2,293.73,0.46,7.97,1.33,1.19,13.78,18.03,4.18
2,310.42,0.1,10.45,3.8,2.41,15.49,19.63,8.23
2,370.5,0.21,13.88,3.31,3.52,18.28,23.89,9.12
2,494,0.03,23.99,6.08,5.13,17.9,23.34,14.95
2,500.68,0.98,23.65,1.21,4.89,18.02,23.5,14.19
5,380.52,0.82,4.46,1.18,0.48,52.54,58.1,0.66
5,440.6,0.02,10.97,8.58,3.49,73.54,80.74,7.41
5,427.25,0,15.59,15.02,3.52,52.18,58.44,11.4
5,253.68,0.05,2.1,7.06,0.69,51.95,54.61,0.55
5,310.42,0.5,2.91,0.94,0.92,50.5,54.32,1.69
3,373.84,1.76,7.88,0.41,2.68,24.38,29.87,5.83
4,303.75,0.15,3.26,2.86,0.92,35.83,38.65,1.84
5,627.52,0.3,10.45,2.62,4.89,81.41,84.34,8.87
5,367.16,0.16,6.08,3.58,0.94,58.03,65.56,1.99
5,460.62,0.01,10.2,11.8,3.93,66.98,73.77,10.01
5,423.91,0.09,12,3.44,3.4,63.91,70.86,10.13
5,467.3,0.1,10.71,4.65,3.13,77.84,87.83,7.79
5,373.84,0,1.78,77.25,3.07,72.99,75.58,0.02
5,327.11,0.09,6.77,4.07,1.12,57.84,74.59,2.25
5,527.38,0,22.96,9.75,6.68,71.26,86.48,14.44
4,320.43,0,4.03,17.88,1.15,44.07,51.65,1.54
2,293.73,0.01,1.84,15.2,1.06,11.34,12.04,0.92
4,540.73,0,17.82,15.74,5.25,36.76,42.92,14.95
5,607.49,0.4,12.51,1.83,4.89,69.04,77.46,11.02
4,507.35,0,16.62,15.38,4.65,39.69,47.66,11.78
4,480.65,0,19.71,23.6,3.81,45.16,62.74,9.63
4,353.81,0.81,6.77,0.68,0.98,46.58,67.09,1.99
5,647.54,0,22.62,15.91,7.63,83.19,93.19,16.47
5,290.39,0.03,6.17,6.44,0.92,51.95,58.26,2.66
4,447.27,0,16.62,11.98,3.99,34.71,39.92,13.3
4,480.65,0.03,20.91,5.41,3.99,37.29,44.24,12.16
4,507.35,0.04,23.31,4.38,5.54,30.71,37.98,14.31
5,460.62,0.16,12.85,2.53,3.55,50.11,58.08,8.99
4,393.87,0.04,10.2,6.26,2.06,47,55.57,5.7
5,447.27,0.01,10.71,10.1,3.01,70.41,79.02,7.03
5,373.84,0.01,6.85,9.21,0.95,56.02,62.36,4.02
4,233.65,0.1,2.23,6.88,0.6,47.46,51.4,0.69
5,600.81,0,19.36,16.27,6.5,58.63,68.18,14.95
5,594.14,0,27.42,15.74,6.62,83.39,95.72,13.3
5,467.3,0.03,14.05,4.78,2.59,71.06,82.61,7.73
5,647.54,0,26.73,24.68,6.74,81.88,95.2,16.09
4,560.76,0,19.88,19.31,4.95,49.25,57.98,12.41
5,373.84,0.03,7.11,4.47,1.09,63.08,69.2,3.7
4,357.15,0,7.2,16.99,1.7,40.7,50.45,5.26
5,600.81,0,16.79,20.74,5.84,112.5,119.26,8.49
5,417.23,0,8.14,14.48,2.83,94.37,102.9,5.83
5,403.88,0,7.88,13.05,2.74,51.81,60.13,6.33
4,433.92,0,10.45,17.52,4.29,38.91,47.04,9.12
4,494,0,10.71,18.78,5.19,48.9,58.45,10.13
5,540.73,0,9.34,28.25,4.53,76.38,85.74,11.02
5,333.79,0,6.17,11.62,1.68,61.36,70.12,5.13
4,460.62,0,12,10.73,4.29,36.76,43.64,11.27
5,440.6,0,8.4,7.78,1.89,55.12,62,5.51
5,627.52,0,15.25,8.31,5.6,92.5,100.46,12.16
5,594.14,0,12,9.12,4.05,82.61,91.86,9.25
5,427.25,0,5.48,11.09,1.83,79.41,87.95,4.62
5,467.3,0,4.84,13.41,1.4,100.5,107.44,4.31
5,440.6,0.01,6,2.86,1.68,95.74,103.57,4.88
5,921.25,0,9.85,16.99,3.93,185.26,193.7,9.75
5,714.3,0.01,6.77,4.47,1.58,181.36,191.13,4.05
5,587.46,0,13.37,7.78,5.07,89.75,98.92,11.91
5,427.25,0,7.8,14.48,3.81,84.78,105.71,7.28
5,514.03,0,9.77,19.31,4.35,112.53,131.22,8.99
5,514.03,0,7.03,10.64,2.8,113.86,125.01,8.11
5,340.46,0.02,4.5,4.07,1,101.35,113.64,3.26
4,410.56,0,12.51,10.73,4.17,35.03,41.21,10.51
5,480.65,0,6.34,21.82,2.29,106.85,118.45,5.38
5,487.33,0.01,5.14,6.79,1.07,93.08,104.02,2.75
4,343.8,0,2.21,50.78,1.22,36.3,42.78,0.23
2,310.42,0,2.74,28.25,1.19,13.62,18.6,0.32
1,283.72,0,0.78,19.67,0.27,5.35,5.9,0.26
2,303.75,0.03,1.99,2.1,0.46,19.26,22.58,0.74
2,307.08,0.04,2.31,3.76,0.39,15.54,18.39,0.38
2,310.42,0,1.95,16.99,0.87,18.78,21.02,0.4
2,323.77,0.07,3.43,1.22,0.5,18.33,24.64,0.59
2,300.41,0,2.46,24.32,1.07,10.89,14.53,0.42
2,317.1,0,2.53,20.92,1.07,11.43,16.74,0.59
3,343.8,0.05,9.68,1.18,1.59,21.27,28.98,5.89
1,260.35,0,1.65,31.11,0.6,7.78,8.95,0.34
1,267.03,0,1.69,28.61,0.51,4.91,5.76,0.35
2,340.46,0,2.29,23.96,0.64,17.33,21.5,0.59
3,397.21,0.12,4.63,1.15,1,21.68,29,1.85
4,453.95,0.01,12.17,2.5,1.37,41.24,51.78,4.12
4,407.22,0.01,4.93,5.63,0.82,34.12,42.52,2.28
2,303.75,0.05,2.08,3,0.32,14.27,16.96,0.51
2,283.72,0,1.71,21.82,0.41,10.22,12.15,0.42
2,277.04,0.03,2.06,4.29,0.47,12,14.96,0.64
2,343.8,0.01,3.43,7.51,0.6,18.84,24.72,0.55
1,260.35,0,2.96,36.84,1.97,7.03,11.54,0.32
1,236.99,0,1.78,30.04,0.72,4.1,8.98,0.36
1,243.66,0,1.37,21.1,0.33,2.85,4.28,0.32
1,253.68,0,1.31,11.44,0.24,6.49,7.99,0.26
1,277.04,0,1.82,19.31,0.69,9.69,11.85,0.34
2,290.39,0.03,2.18,2.46,0.37,10.93,12.32,0.39
2,327.11,0,2.29,21.82,1.18,18.58,20.44,0.54
1,303.75,0,1.88,10.1,0.98,4.45,4.99,0.3
1,277.04,0,1.95,7.69,0.48,7.63,9.58,0.47
1,257.02,0.01,2.01,6.44,0.42,3.36,5.15,0.39
2,263.69,0,1.48,19.31,0.64,14.14,18.65,0.41
4,307.08,0,1.71,29.33,0.97,33.93,44.91,0.35
4,327.11,0,1.95,34.33,0.95,39.81,52.04,0.41
4,347.14,0,2.25,21.46,0.76,34.59,44.62,0.41
4,373.84,0.01,1.52,13.05,0.6,32.96,37.19,0.36
4,453.95,0.01,4.67,4.52,0.85,48.22,60.7,1.22
4,343.8,0,2.4,17.7,0.6,39.94,46.9,0.35
4,353.81,0,1,45.42,1.07,32.54,36.25,0.28
4,380.52,0.01,3.43,3.62,0.75,32.53,37.26,0.96
3,410.56,0.12,7.63,0.8,3.01,21.14,27,6.9
3,310.42,0.02,3,3.26,0.42,22.71,24.13,0.37
2,327.11,1.3,1.67,0.09,0.52,13.84,14.99,0.8
1,297.07,0.05,2.74,1.5,0.62,8.49,12.29,1.12
2,320.43,1.4,2.33,0.1,0.42,11.65,13.99,0.64
2,370.5,0.04,7.11,1.26,1.09,13.81,18.43,2.88
2,317.1,0.01,2.74,3.17,0.63,18.81,22.93,1.54
4,373.84,0.16,6.94,0.31,1.51,25.42,28.37,3.29
1,303.75,0.09,2.23,1.48,0.48,7.13,10.07,0.59
1,330.45,0,1.63,17.52,0.44,2.83,3.01,0.22
1,253.68,0,1.21,9.12,0.32,0.94,1.13,0.25
1,220.3,0,0.84,15.91,0.25,0.75,0.9,0.19
1,216.96,0,0.42,26.46,0.19,0.97,1.14,0.18
1,216.96,0.01,1.06,5.99,0.31,2.55,3.55,0.37
1,253.68,0.03,1.88,3.8,0.52,4.45,6.19,0.55
1,223.64,0,0.95,12.7,0.31,0.83,1.14,0.34
1,250.34,0.06,1.88,1.63,0.49,4.64,7.14,0.54
1,250.34,0,1.63,10.73,0.72,3.98,4.96,0.42
1,233.65,0,2.29,5.81,0.38,2.65,3.85,0.34
1,220.3,0,0.94,11.09,0.39,2.33,2.73,0.28
2,250.34,0.05,1.44,1.68,0.35,13.19,15.51,0.51
2,353.81,0.06,5.65,1.61,1.55,15.94,17.91,2.47
2,370.5,0.01,3.04,1.99,0.71,19.44,24.24,0.75
2,333.79,0.01,2.06,5.59,0.57,16.2,19.06,0.56
1,270.37,0,1.56,16.09,0.41,5.05,6.08,0.37
2,260.35,0,1.78,11.35,0.54,13.78,15.22,0.52
2,283.72,0.01,1.59,10.55,0.41,14.96,16.84,0.6
3,287.06,0.1,2.29,1.33,0.69,21.12,25.83,1.69
2,303.75,0.28,1.84,0.57,0.45,12.71,14.02,0.63
1,277.04,0.03,1.74,3.44,0.45,7.44,9.68,0.66
1,250.34,0.02,2.16,4.16,0.5,4.46,5.75,0.61
1,236.99,0,2.08,6.35,0.44,1.91,2.16,0.3
1,213.62,0,1.17,14.31,0.29,0.76,1.02,0.26
1,205.28,0,0.95,13.59,0.28,0.91,1.39,0.32
1,230.31,0,1.34,15.38,0.37,2.24,2.78,0.34
1,233.65,0,1.97,8.94,0.48,2.35,3.43,0.46
1,263.69,0.01,1.97,12.7,0.78,7.06,8.6,0.56
1,236.99,0.01,1.84,5.28,0.43,2.81,4.01,0.43
1,220.3,0,1.01,20.38,0.29,0.78,0.97,0.23
1,223.64,0,1.88,9.48,0.38,1.9,2.84,0.34
1,233.65,0,1.27,16.81,0.31,5.64,6.34,0.36
1,226.97,0,1.11,19.49,0.26,2.48,2.95,0.32
1,230.31,0,0.96,23.25,0.31,2.32,2.61,0.33
1,226.97,0,1.23,16.09,0.32,1.45,1.76,0.3
1,211.95,0,1,20.21,0.31,0.94,1.21,0.27
1,216.96,0,1,16.99,0.28,0.87,1.05,0.22
1,195.26,0,1,14.13,0.26,0.5,0.61,0.19
1,198.6,0,0.9,11.98,0.2,0.5,0.58,0.18
1,210.29,0,0.92,11.98,0.29,0.55,0.69,0.24
1,223.64,0,1.22,13.41,0.31,1.75,2.21,0.32
1,247,0.01,1.86,4.52,0.51,2.55,2.91,0.37
1,223.64,0,1.48,7.51,0.38,1.23,1.61,0.34
1,226.97,0,1.65,9.83,0.39,0.98,1.4,0.32
1,233.65,0.01,1.5,6.35,0.37,1.84,2.83,0.42
1,223.64,0.02,1.56,3.22,0.37,2.5,3.85,0.47
1,220.3,0,1.5,12.34,0.48,1.96,2.43,0.33
1,243.66,0,2.78,19.85,1.3,2.11,2.41,0.24
1,243.66,0,1.88,10.19,0.39,1.33,1.67,0.32
1,243.66,0.01,1.84,5.81,0.42,2.17,2.73,0.36
1,260.35,0.03,2.23,3.26,0.48,4.72,5.9,0.69
1,270.37,0.04,2.12,2.53,0.53,6.79,9.06,0.71
1,243.66,0.03,1.74,2.91,0.43,4.87,6.82,0.72
1,250.34,0.04,1.71,1.94,0.45,4.88,6.13,0.71
1,263.69,0.04,1.84,1.72,0.47,4.65,5.57,0.46
1,303.75,1.38,1.41,0.04,0.6,9.7,10.85,0.93
1,293.73,0.03,2.14,2.28,0.53,5.86,7.39,0.46
1,250.34,0,1.93,12.34,0.56,2.51,3.07,0.34
1,260.35,0.02,2.31,2.55,0.38,5.2,5.74,0.34
1,240.33,0.01,1.78,2.86,0.39,4.39,5.57,0.51
1,226.97,0.18,1.56,0.5,0.37,4.51,6.51,0.66
2,343.8,1.47,6.34,0.07,3.13,11.35,12.82,7.6
1,263.69,0.01,1.59,5.68,0.45,5.02,6.13,0.41
1,297.07,0.2,2.08,0.99,0.59,9.2,11.52,1.01
1,303.75,0.31,2.78,0.63,0.91,8,10.3,1.92
1,273.7,0.02,1.93,3.67,0.42,3.4,4.52,0.46
1,273.7,0.25,1.99,0.6,0.69,7.06,8.46,1.74
1,220.3,0,1.08,12.87,0.35,1.53,1.79,0.33
1,220.3,0,1.19,18.06,0.32,0.67,0.85,0.25
1,226.97,0,1.09,25.39,0.32,0.83,1.02,0.26
1,243.66,0.06,2.1,4.74,0.68,3.58,3.94,0.37
1,283.72,0.01,2.12,2.77,0.5,4.43,5.23,0.43
1,226.97,0.01,1.06,5.19,0.31,2.61,3.42,0.41
1,226.97,0.07,1.8,1.2,0.36,3.68,4.4,0.48
1,300.41,0.35,3.64,0.69,0.64,9.73,10.54,0.8
2,380.52,0.65,8.83,0.27,2.41,12.79,16.52,4.18
2,367.16,1.93,2.29,0.13,0.77,16.4,22.4,1.08
2,363.83,0.91,5.65,0.24,1.64,11.02,11.95,2.01
1,267.03,0,1.56,13.05,0.6,5.34,5.74,0.47
1,220.3,0.01,1.39,5.63,0.34,2.91,3.51,0.42
1,208.62,0.01,1.54,5.41,0.4,1.47,1.86,0.28
1,230.31,0.36,2.1,0.43,0.48,3.97,6.46,0.6
1,253.68,0.01,2.14,4.34,0.78,4.84,5.67,0.44
2,290.39,4.81,1.02,0.01,0.62,11.32,12.86,1.01
1,257.02,0,2.31,4.43,0.48,2.65,3,0.34
1,236.99,0,1.74,4.38,0.35,1.8,2.11,0.3
1,233.65,1.93,1.41,0.02,0.84,7.2,8.13,2.18
1,236.99,0.09,1.48,0.56,0.39,4.62,5.63,0.53
1,273.7,1.76,1.91,0.03,0.77,7.06,9.88,1.69
1,260.35,0.2,2.83,0.88,0.63,5.68,8,1.31
1,240.33,0.95,2.42,0.14,1,6.58,10.95,2.44
1,236.99,0.06,1.93,3.17,0.47,3.33,5.48,0.61
1,223.64,0,1.54,13.59,0.45,1.82,2.08,0.31
1,287.06,0.69,6.34,0.12,1.27,7.82,8.6,3.23
1,240.33,0.92,1.76,0.1,0.86,5.97,7.86,2.44
1,230.31,0,1.44,11.09,0.47,2.75,3.65,0.47
1,263.69,0.09,2.12,1.42,0.56,7.15,9.41,0.66
2,270.37,1.27,2.14,0.26,0.37,10.18,10.62,0.36
1,300.41,0.04,4.33,2.84,0.86,5.44,7.53,1.82
1,260.35,2.74,1.44,0.06,0.53,8.23,9.32,1.01
1,243.66,0.15,1.93,0.62,0.47,6.37,7.83,0.98
1,240.33,0.01,1.32,4.07,0.39,3.77,4.65,0.47
1,283.72,0,1.12,16.81,0.65,3.56,3.86,0.33
1,273.7,1.13,1.48,0.04,0.76,8.5,11.12,1.57
1,277.04,0.88,1.61,0.38,0.49,8.6,11.28,0.69
2,323.77,0.59,3.13,0.31,0.7,15.17,20.97,1.14
1,287.06,0,1.37,17.34,0.62,9.64,10.06,0.4
1,230.31,0,1.19,9.12,0.26,3.5,3.91,0.3
1,263.69,0.04,1.39,2.1,0.5,6.47,8.4,0.65
1,270.37,1.16,2.87,0.44,0.46,8.48,10.82,0.54
1,273.7,0.12,3.21,3.08,0.48,8.59,11.83,0.54
1,283.72,0,3.51,15.56,2.06,9.61,10.05,0.24
1,293.73,0.42,2.36,0.3,0.64,8.45,10.21,0.64
1,257.02,0.05,2.42,1.08,0.51,8.63,10.06,0.59
1,223.64,0,1.36,23.25,0.65,2.28,2.52,0.25
1,206.95,0,1.39,7.87,0.34,0.95,1.28,0.34
1,216.96,0.16,1.74,0.53,0.43,3.5,4.81,0.51
2,300.41,5.87,2.14,0.01,0.85,11.3,11.97,1.5
1,297.07,4.81,4.24,0.03,0.42,8.03,8.5,0.47
2,340.46,6.59,2.46,0.01,0.64,14.55,17.43,0.99
1,287.06,0.01,2.23,3.98,0.69,4.69,5.43,0.63
1,260.35,0.01,1.26,3.08,0.34,3.07,3.58,0.39
1,220.3,1.38,2.33,0.05,1.28,6.01,7.63,3.83
1,247,1.62,1.44,0.06,0.83,7.79,10.06,1.57
1,220.3,0.03,1.61,2.59,0.41,2.81,4.68,0.51
1,233.65,0.01,1.74,5.9,0.42,3.03,3.98,0.44
1,230.31,0.01,2.01,4.47,0.45,1.98,2.72,0.46
1,226.97,0,1.97,8.31,0.51,1.9,2.58,0.42
1,236.99,2.35,0.94,0.04,0.44,9.11,10,0.83
1,216.96,0.02,1.93,1.56,0.38,3.37,3.88,0.45
2,277.04,3.49,2.38,0.03,1.62,10.92,13.94,4.02
1,263.69,1.73,2.46,0.23,0.51,9.86,12.63,0.78
1,257.02,2.01,1.69,0.04,1.07,8.36,10.66,2.34
1,243.66,0.01,2.74,3.31,0.54,4.09,5.35,0.44
2,283.72,6.71,0.99,0.01,0.55,11.94,13.4,0.89
1,257.02,0.31,2.29,0.2,0.39,8,8.47,0.42
2,327.11,7.71,4.03,0,2.06,13,13.52,5
1,243.66,0.01,1.99,1.79,0.4,4.91,5.38,0.38
1,310.42,0.59,4.97,0.96,0.48,9.19,9.63,0.44
2,447.27,5.87,5.65,0,4.05,15.86,16.71,9.25
2,363.83,0.02,4.71,2.06,0.48,13.23,13.86,0.73
1,280.38,0,1.33,12.16,0.48,5.58,6.04,0.4
1,253.68,0,1.3,7.96,0.34,2.95,3.31,0.28
1,257.02,0.1,1.5,0.4,0.42,6.33,7.21,0.63
2,514.03,10.73,9.94,0,4.95,10.79,11.53,10.51
1,253.68,2.65,1.11,0.03,0.63,7.95,8.96,1.14
1,243.66,0.06,2.29,0.91,0.36,4.91,5.58,0.43
1,257.02,0.25,3.17,0.71,0.44,7.78,8.95,0.37
2,253.68,6.15,0.95,0.01,0.34,11.67,13.68,0.45
2,303.75,0.02,1.88,2.68,0.54,19.44,21.02,0.7
2,307.08,0.12,2.01,0.54,0.37,16.65,17.34,0.44
2,277.04,4.25,0.69,0.01,0.48,11.1,12.92,0.7
2,340.46,0.03,1.91,3.04,0.44,13.66,15.37,0.46
2,287.06,3.05,1.27,0.03,0.92,10.35,12.54,2.01
2,320.43,0.76,2.48,0.2,0.41,10.73,11.35,0.59
2,387.19,0.12,2.83,2.86,0.4,16.25,16.71,0.47
2,210.29,1.3,1.46,0.3,0.38,11.21,15.23,0.86
2,290.39,4.92,2.83,0.01,2.26,10.3,12.46,6.46
2,383.85,9.28,4.46,0.01,3.58,12.94,13.73,8.61
2,433.92,8.27,8.23,0.02,3.7,15.77,16.47,8.74
2,347.14,6.54,7.03,0.04,1.43,12.01,13.63,3.93
2,327.11,1.06,9.34,0.87,2.98,11.95,13.84,6.9
4,313.76,3.46,7.54,0.17,1.79,35.25,41.54,4.02
3,196.93,0.47,2.03,0.76,0.37,23.29,26.1,0.76
1,180.24,0.07,2.4,0.94,0.35,9.28,9.83,0.63
1,205.28,0.31,1.39,0.45,0.29,3.8,5.31,0.27
1,270.37,0.05,1.74,3.04,0.43,7.94,9.17,0.46
4,367.16,0,9.42,8.58,3.93,25,27.8,8.61
4,283.72,0.21,5.4,2.48,2.15,28.51,33.68,5
3,453.95,0.19,21.59,2.46,4.83,23.37,29.2,12.92
2,223.64,0.91,3.51,0.4,1.06,10.19,13.49,3.61
2,377.18,3.69,12.51,0.11,3.49,10.9,12.58,10.13
2,353.81,6.82,8.91,0.03,3.7,11.8,16.75,9.25
2,393.87,0,21.93,12.34,4.35,11.89,16.53,12.03
2,353.81,2.21,12.85,0.41,4.17,14.66,20.39,10.01
3,311,6.87,3.6,0.05,1.52,25.12,32.25,10.01
2,374,1.44,14.25,0.66,3.05,20.25,26.06,2.44
2,270.37,0.17,6.94,1.11,0.82,12.04,16.12,2.44
2,350.48,0.5,12.34,1.06,3.87,15.13,19.62,11.91
2,417.23,0.43,17.48,1.63,5.07,18.97,24.79,12.92
2,460.62,1.9,23.99,0.54,4.47,18.83,24.55,13.81
2,467.3,0.02,27.08,4.43,4.95,18.85,24.47,14.19
3,460.62,0.19,24.33,2.44,5.25,21.83,27.86,14.19
3,397.21,2.63,16.62,0.34,3.78,23.89,30.1,10.89
3,236.99,0.03,4.97,5.68,1.58,20.65,25.01,4.43
3,263.69,0.14,7.37,2.95,2.15,22.19,26.85,6.4
3,447.27,2.01,20.22,0.31,4.95,24.07,30.57,13.68
3,460.62,3.63,20.56,0.14,4.95,23.7,29.93,14.06
3,417.23,4.3,15.59,0.15,4.83,24.72,31,12.03
3,397.21,0.03,19.36,4.92,3.34,24.71,31.6,8.23
2,433.92,0.86,27.08,0.93,4.11,19.29,25.51,11.91
2,333.79,0.06,18.34,2.91,2.89,12.82,16.86,11.02
2,323.77,1.47,12.68,0.33,3.58,14.85,19.7,11.02
4,407.22,3.38,11.14,0.17,4.05,26.69,33.44,10.13
4,383.85,3.05,11.31,0.18,3.07,40.74,48.37,8.87
4,390.53,2.77,10.88,0.3,3.64,35.61,42.83,9.25
3,387.19,1.37,17.99,0.59,3.78,21.23,26.99,10.01
2,360.49,1.82,15.08,0.57,3.81,16.65,22.24,10.77
2,317.1,0.11,12.17,2.55,3.07,14.02,17.95,9.88
2,283.72,1.93,5.83,0.17,2.62,18.03,22.7,6.65
2,283.72,2.68,2.06,0.11,0.45,15.03,16.33,0.66
3,403.88,1.66,8.83,0.44,3.55,23.31,24.3,7.85
3,410.56,0.25,6.68,1.54,1.85,22.62,24.23,3.74
4,357.15,7.82,4.97,0.04,2.53,25.18,26.21,5.13
4,500.68,9.61,12.51,0.02,3.81,32,38.35,11.53
3,333.79,5.87,7.45,0.04,2.06,22.24,26.84,7.79
3,323.77,5.42,6.51,0.04,2.44,23.22,27.94,8.49
2,407.22,10.73,7.54,0.01,4.95,15.57,21.1,11.78
2,367.16,7.93,9.17,0.04,3.37,19.89,25.71,9.25
2,360.49,5.31,9.85,0.11,3.78,17.26,22.56,8.87
2,393.87,0.87,20.73,1.35,4.23,13.49,18.15,11.91
2,200.27,0.17,3.56,3.71,0.72,13.32,15.49,2.09
3,353.81,1.55,16.11,0.66,3.04,24.09,29.05,11.27
4,447.27,4.64,17.14,0.15,4.17,33.56,40.18,12.03
4,427.25,4.53,13.19,0.18,3.78,47.66,54.88,10.39
5,433.92,2.91,12.85,0.33,4.17,55.62,63.1,10.64
5,494,3.19,20.22,0.28,4.35,64.67,72.14,12.54
4,410.56,2.88,20.56,0.3,3.43,34.71,41.04,10.64
2,367.16,0.24,18.16,1.99,3.46,17.46,21.65,11.91
2,236.99,3.27,2.61,0.15,0.31,19.17,23.03,0.45
2,327.11,4.97,2.7,0.08,0.97,16.09,21.17,1.87
3,534.06,5.64,20.73,0.1,5.48,21.4,27.2,15.33
3,440.6,4.14,17.31,0.17,4.23,21.55,27.35,12.41
3,480.65,4.19,22.62,0.29,5.19,23.57,29.19,14.44
3,333.79,1.87,10.54,0.6,1.97,37.08,43.23,5.32
3,293.73,0.14,10.88,3.44,2.09,26.3,30.82,7.41
3,253.68,0.06,3.98,8.76,0.97,44.93,49.02,1.63
5,350.48,0,3.47,20.21,1.52,120.21,126.41,0.59
4,327.11,0.01,4.24,10.55,0.55,73.89,76.88,0.51
5,600.81,0.01,24.68,8.4,5.48,87.38,93.77,13.43
4,507.35,0.95,21.93,1.14,5.01,51.86,58.61,12.92
4,427.25,0.09,14.57,5.01,4.71,60.78,68.08,10.64
5,467.3,0.07,20.56,4.47,3.87,78.56,85.32,13.43
3,360.49,0.02,12.51,7.96,2.95,49.75,55.08,9.75
3,423.91,0,19.19,15.91,4.77,32.14,37.67,11.91
3,480.65,0.59,27.08,1.45,5.07,29.17,35.17,14.44
3,480.65,0.78,26.39,1.5,4.77,26.71,32.57,13.55
3,367.16,5.2,9.85,0.11,3.46,26.63,32.5,8.36
3,514.03,2.85,23.99,0.17,5.42,27.18,33.49,14.95
2,407.22,0.09,21.93,3.13,3.67,17.73,21.9,13.43
2,300.41,0.09,8.91,4.2,2.71,18.55,22.6,7.98
2,397.21,2.37,16.11,0.39,3.7,23.61,29.58,10.77
3,494,0.38,25.02,2.3,5.07,26,31.95,14.57
3,440.6,1.96,19.02,0.61,5.01,29.83,36.27,12.54
3,310.42,2.4,7.11,0.44,1.25,27.24,33.16,2.94
3,413.89,0.02,15.42,6.79,3.93,43.65,49.93,9.25
